road,id,model_type,name,lat,lon,length,quality_cat
N1,0,link,Km post Missing,23.5135833,90.8697771,0.0009820723242286084,Z
N1,0,link,Bridge end,23.5131111,90.8706382,0.000895803661518953,Z
N1,0,link,"Z1042, road to Bancharampur",23.5126667,90.871416,0.007512548473727006,Z
N1,0,link,Km post Missing,23.5088056,90.8778604,0.009480544086172538,Z
N1,0,link,Km post Missing,23.506,90.8869163,0.008980724386161211,Z
N1,0,link,Box culvert,23.5056111,90.8958886,0.0007227348614795412,Z
N1,0,link,Km post Missing,23.5056389,90.8966108,0.009798950597886833,Z
N1,0,link,Km post Missing,23.5062778,90.9063889,0.008876804946042037,Z
N1,0,link,Box culvert,23.50575,90.91525,0.0007782966529488184,Z
N1,0,link,Km post Missing,23.5057222,90.9160278,0.009695749058229338,Z
N1,0,link,Km post Missing,23.5055278,90.9257216,0.009774953099117268,Z
N1,0,link,Km post Missing,23.5042778,90.9354163,7.855959520890134e-05,Z
N1,0,link,"Z1017, Road to Companiganj",23.5043333,90.9354719,0.00173229954973196,Z
N1,0,link,Box culvert,23.5038611,90.9371386,0.004257894484373633,Z
N1,0,link,Box culvert,23.5028611,90.9412774,0.003706096913190619,Z
N1,0,link,Km post Missing,23.5020278,90.9448886,0.00960911753336648,Z
N1,0,link,Km post Missing,23.4995274,90.9541667,0.010980430629078058,Z
N1,0,link,Km post Missing,23.4986386,90.9651111,0.0010865976486302336,Z
N1,0,link,Box culvert,23.4980552,90.9660278,0.0016399790486368363,Z
N1,0,link,Ctg 191 km,23.4972774,90.9674716,0.00958344505592948,Z
N1,0,link,Km post Missing,23.4942219,90.9765549,0.009278141648522992,Z
N1,0,link,Km post Missing,23.4942497,90.985833,0.00970648930200723,Z
N1,0,link,Km post Missing,23.4911386,90.9950274,0.008449847660763251,Z
N1,0,link,Road to Debiduar (Z1008),23.4894441,91.0033056,0.00017560128131603,Z
N1,0,link,Road to Jhalam (Z1022),23.4893886,91.0034722,0.0008625128404748963,Z
N1,0,link,Ctg 188 km,23.4896108,91.0043056,0.006978894196081339,Z
N1,0,link,"Ctg 188 km,Comilla 20 km",23.4893052,91.0112778,0.0010370950052839595,Z
N1,0,link,Bridge end,23.4889441,91.01225,0.0019324678781302237,Z
N1,0,link,Ctg 187 km,23.488333,91.0140833,0.009599846436790314,Z
N1,0,link,Km post missing,23.4846386,91.0229438,0.00938094737274616,Z
N1,0,link,Km post missing,23.4827771,91.0321382,0.00991997913000588,Z
N1,0,link,Ctg 184 km,23.4814716,91.0419719,0.00974532512593531,Z
N1,0,link,Km post missing,23.4821382,91.0516944,0.009684282512398173,Z
N1,0,link,Km post missing,23.4815549,91.0613611,0.009388885165987394,Z
N1,0,link,Km post missing,23.4801104,91.0706382,0.009356051221001652,Z
N1,0,link,Km post missing,23.4770271,91.0794716,0.009599264477028595,Z
N1,0,link,Km post missing,23.4781938,91.0889997,0.00968769057980544,Z
N1,0,link,Km post missing,23.4775549,91.0986663,0.004954228223436984,Z
N1,0,link,Box culvert,23.4778604,91.1036111,0.0019217263332838178,Z
N1,0,link,Km post missing,23.4779993,91.1055278,0.012509343689408349,Z
N1,0,link,Km post missing,23.4789716,91.1179993,0.00016670000000829077,Z
N1,0,link,Road to Brahmanbaria(N102),23.4789716,91.118166,0.005317874064886955,Z
N1,0,link,Box culvert,23.4793327,91.1234716,0.004233562986426554,Z
N1,0,link,Km post missing,23.4800827,91.1276382,0.00942554338062123,Z
N1,0,link,Km post missing,23.4767216,91.1364441,0.009013878188661431,Z
N1,0,link,Km post missing,23.4682216,91.1394441,0.009048787606081054,Z
N1,0,link,Km post missing,23.4595833,91.1421386,0.009157514556365053,Z
N1,0,link,Km post missing,23.4513056,91.1460552,0.0026995381679097586,Z
N1,0,link,Bridge start,23.448833,91.1471386,0.0002239075032243945,Z
N1,0,link,Bridge end,23.4486386,91.1472497,0.0019134977031562478,Z
N1,0,link,Cross Road with Z1052,23.4469441,91.1481386,0.004710934549538068,Z
N1,0,link,Km post missing,23.4425274,91.1497774,0.00567883389790385,Z
N1,0,link,Ctg 170 km,23.4373886,91.1521944,0.00908083864023722,Z
N1,0,link,Km post missing,23.4288882,91.1553889,0.008963934493849334,Z
N1,0,link,Ctg 168 km,23.4236938,91.1626944,0.00029919232943907546,Z
N1,0,link,Bridge start,23.4235827,91.1629722,0.000348109537362957,Z
N1,0,link,Bridge end,23.423416,91.1632778,0.004845801337234201,Z
N1,0,link,Rail Road Crossing,23.4213604,91.167666,0.004174145288556573,Z
N1,0,link,Km post missing,23.4195271,91.171416,0.009852812396983211,Z
N1,0,link,"Ctg 66 km,Feni 52 km",23.4149444,91.1801382,0.004885148769486965,Z
N1,0,link,Bridge start,23.4131111,91.1846663,0.00025608641119135954,Z
N1,0,link,Bridge end,23.4130556,91.1849163,0.004506679337386665,Z
N1,0,link,Km post missing,23.4125,91.1893886,0.009574789363743652,Z
N1,0,link,Ctg 164 km,23.4113056,91.1988886,0.00996445151173832,Z
N1,0,link,Ctg 163 km,23.4100833,91.2087778,0.00937638615299249,Z
N1,0,link,Ctg 162 km,23.4048056,91.2165278,0.0015320833919880417,Z
N1,0,link,Bridge start,23.40375,91.2176382,0.00025608641120138006,Z
N1,0,link,Bridge end,23.4035556,91.2178049,0.007373880590869526,Z
N1,0,link,Km post missing,23.398213447804338,91.22288776581436,0.009228886847122147,Z
N1,0,link,Km post missing,23.3915274,91.2292493,0.00834762637939389,Z
N1,0,link,Box culvert,23.385083,91.2345552,0.0001242359448787374,Z
N1,0,link,Box culvert,23.3849719,91.2346108,0.000768270063194602,Z
N1,0,link,Km post missing,23.3843886,91.2351108,0.00829098239052962,Z
N1,0,link,Bridge start,23.3779716,91.2403608,0.0002778000179963554,Z
N1,0,link,Bridge end,23.3777493,91.2405274,0.0007010578435444034,Z
N1,0,link,Km post missing,23.377166,91.2409163,0.009286971093958651,Z
N1,0,link,Km post missing,23.3695827,91.2462774,0.009630202970344401,Z
N1,0,link,"Ctg 156 km,Feni 43 km",23.3615278,91.2515556,0.0035591533894981206,Z
N1,0,link,Bridge end,23.3584444,91.2533333,0.005516692066811831,Z
N1,0,link,Km post missing,23.3536944,91.2561389,0.006327949422203274,Z
N1,0,link,Box culvert,23.3486386,91.2599444,0.0028724332611937127,Z
N1,0,link,Km post missing,23.3463608,91.2616944,0.00916088048170124,Z
N1,0,link,Km post missing,23.3390552,91.2672216,0.004146704924400147,Z
N1,0,link,Bridge start,23.3360274,91.2700549,0.00039475340403448753,Z
N1,0,link,Bridge end,23.3357219,91.2703049,0.001319656474233306,Z
N1,0,link,Road to Harishchar (Z1046),23.3347219,91.271166,0.0034215611889914744,Z
N1,0,link,Km post missing,23.3321938,91.2734716,0.009168908480297874,Z
N1,0,link,Km post missing,23.3246382,91.278666,0.0007473822649751267,Z
N1,0,link,Bridge end,23.3240827,91.279166,0.008290341962793652,Z
N1,0,link,Km post missing,23.3171382,91.2836941,0.002538698967972364,Z
N1,0,link,Bridge end,23.31475,91.2845552,0.0053507474963793555,Z
N1,0,link,Box culvert,23.3096389,91.2861386,0.0009844783085459405,Z
N1,0,link,Km post missing,23.3086944,91.2864163,0.008982220091938524,Z
N1,0,link,Km post missing,23.3006111,91.290333,0.004790487240355019,Z
N1,0,link,Bridge end,23.2959719,91.2915274,0.004114635051860607,Z
N1,0,link,Km post missing,23.2919163,91.2922219,0.008856855474151423,Z
N1,0,link,Km post missing,23.283583,91.2952219,0.0070139386060910905,Z
N1,0,link,Box culvert,23.2787216,91.3002778,0.0020497587955665593,Z
N1,0,link,Km post missing,23.2768882,91.3011944,0.009073823496184276,Z
N1,0,link,Km post missing,23.2686382,91.3049722,0.0035167785372466104,Z
N1,0,link,Box culvert,23.2654444,91.3064444,0.001803776219487117,Z
N1,0,link,Box culvert,23.2636667,91.30675,0.003594560362549971,Z
N1,0,link,Km post missing,23.2601111,91.3072778,0.009019985149657185,Z
N1,0,link,Km post missing,23.2511944,91.3086389,0.0032759562893887326,Z
N1,0,link,Bridge end,23.2481663,91.3098889,0.0031155949833072583,Z
N1,0,link,Box culvert,23.2452774,91.3110556,0.002357304513632609,Z
N1,0,link,Km post missing,23.243083,91.3119167,0.008866356232407285,Z
N1,0,link,Km post missing,23.2343052,91.3131667,0.002806448834383337,Z
N1,0,link,Box culvert,23.2314993,91.3132222,0.006121759258577824,Z
N1,0,link,Km post missing,23.2253882,91.3135833,0.006935844185820937,Z
N1,0,link,Box culvert,23.2184993,91.3143889,0.002014086028452437,Z
N1,0,link,Km post missing,23.2165556,91.3149167,0.008730737033034458,Z
N1,0,link,Km post missing,23.2078889,91.3159722,0.008927397243319467,Z
N1,0,link,Km post missing,23.1990274,91.3170549,0.008322220776329077,Z
N1,0,link,Km post missing,23.1909997,91.3192493,0.004834709510406835,Z
N1,0,link,Bridge end,23.1866108,91.3212771,0.003977353657899463,Z
N1,0,link,Km post missing,23.1826382,91.3210827,0.00973806265126564,Z
N1,0,link,Ctg 133 km,23.172916,91.3205271,0.004932005890100728,Z
N1,0,link,Bridge end,23.1680549,91.3213604,0.003918462607962577,Z
N1,0,link,Km post missing,23.1641389,91.3214993,0.008901536141589103,Z
N1,0,link,Km post missing,23.1554167,91.3232771,0.008061285711967585,Z
N1,0,link,Box culvert,23.1480274,91.3264993,0.0008827929881944209,Z
N1,0,link,Km post missing,23.1471663,91.3266938,0.008952850639318914,Z
N1,0,link,Km post missing,23.1382219,91.3263049,0.008913538466852082,Z
N1,0,link,Km post missing,23.1295827,91.3284993,0.006631104641760999,Z
N1,0,link,Box culvert,23.1234993,91.3311382,0.0023525506264486656,Z
N1,0,link,Km post missing,23.1213327,91.3320549,0.002423262901546799,Z
N1,0,link,"Ctg 127 km,Feni 16 km",23.1191382,91.3330827,0.009098642242663083,Z
N1,0,link,Km post missing,23.1113611,91.3378052,0.007190604380718456,Z
N1,0,link,Box culvert,23.1051111,91.3413608,0.0018400506569060987,Z
N1,0,link,Km post missing,23.1035,91.3422497,0.008959457592957833,Z
N1,0,link,Km post missing,23.095583,91.3464441,0.009127552787030733,Z
N1,0,link,Km post missing,23.0876108,91.3508889,0.003077439211419519,Z
N1,0,link,Box culvertt,23.0849719,91.3524722,0.004803200205070527,Z
N1,0,link,Bridge start,23.0808049,91.3548611,0.00013886000144157267,Z
N1,0,link,Bridge end,23.0806938,91.3549444,0.0016960906402685022,Z
N1,0,link,Ctg 122 km,23.0792493,91.3558333,0.009007246705292007,Z
N1,0,link,Km post missing,23.0712493,91.3599722,0.002503865653346886,Z
N1,0,link,Start of Feni road Division / Start of Feni road Division,23.0688604,91.3607222,0.005246703240130854,Z
N1,0,link,Box Culvert,23.0636944,91.3616389,0.00016660000000001673,Z
N1,0,link,Ctg 103 km,23.0635278,91.3616389,0.009888641351570375,Z
N1,0,link,Ctg 102 km,23.0538611,91.3637222,0.009039019296914218,Z
N1,0,link,Ctg 101 km,23.0449719,91.3653611,0.002196080403812041,Z
N1,0,link,Box culvert,23.0427774,91.3654444,0.0029768711309005854,Z
N1,0,link,Rail Road Crossing,23.0398052,91.3656111,0.003780352635669831,Z
N1,0,link,Km post missing,23.0360274,91.36575,0.00905925016985297,Z
N1,0,link,"Ctg 99 km,Feni 3 km",23.0269716,91.3655,0.0021390806553268334,Z
N1,0,link,Road to Biroli (Z1030),23.0248327,91.3655278,0.006928392149697716,Z
N1,0,link,"Ctg 98 km,Feni 2 km",23.0193604,91.3697771,0.001344871834042857,Z
N1,0,link,Box culvert,23.0185271,91.3708327,0.006793795084491781,Z
N1,0,link,Box culvert,23.0140833,91.3759716,0.0012625383518969418,Z
N1,0,link,Km post missing,23.0132778,91.3769438,0.01892251180921417,Z
N1,0,link,Ctg 95 km,23.0018889,91.3920552,0.00950346253162697,Z
N1,0,link,Km post missing,22.9963886,91.3998052,0.0007215104226461564,Z
N1,0,link,Bridge start,22.9961941,91.4005,0.0002169841008061546,Z
N1,0,link,Bridge end,22.9960552,91.4006667,0.008468528411718261,Z
N1,0,link,"Ctg 93 km,Lalpole 1 km",22.9906941,91.4072222,0.004027817241378283,Z
N1,0,link,Road to Feni Town (Z1034),22.9877774,91.41,0.002791604699813683,Z
N1,0,link,Road to Sonagazi (Z1034),22.9858886,91.4120556,0.002356999034783184,Z
N1,0,link,Ctg 91 km,22.9842219,91.4137222,0.009644122555217283,Z
N1,0,link,Ctg 91 km,22.9774438,91.4205827,0.009277684065002161,Z
N1,0,link,Km post missing,22.9711382,91.4273882,0.00952356103409706,Z
N1,0,link,Km post missing,22.9663333,91.4356108,0.007235073907708485,Z
N1,0,link,Bridge start,22.9624167,91.4416941,0.0010111550672296137,Z
N1,0,link,Bridge end,22.9618056,91.4424997,0.0010946855347607996,Z
N1,0,link,Km post missing,22.9611667,91.4433886,0.009780462641406293,Z
N1,0,link,Ctg 87 km,22.9561389,91.4517778,0.009492145713697085,Z
N1,0,link,Km post missing,22.9514444,91.4600278,0.00961008690594224,Z
N1,0,link,"Ctg 85 km,Bairyahat 10 km",22.9479997,91.4689993,0.007148026750090864,Z
N1,0,link,Road to Mounshirhat (Z1081),22.9483608,91.4761382,0.002559371909285695,Z
N1,0,link,Km post missing,22.9484997,91.4786938,0.00974748116181174,Z
N1,0,link,Ctg 83 km,22.9497497,91.4883608,0.009666639687608766,Z
N1,0,link,Km post missing,22.9497774,91.4980274,0.0027526429790258396,Z
N1,0,link,Bridge start,22.9496663,91.5007778,0.0020017339708458264,Z
N1,0,link,Bridge end,22.949583,91.5027778,0.0046588801444081935,Z
N1,0,link,Ctg 81 kkm,22.9482774,91.50725,0.0056407031565218054,Z
N1,0,link,Road to Chhagalnaiya (Z1032),22.9439441,91.5108611,0.0034908139595245078,Z
N1,0,link,Km post missing,22.940833,91.5124444,0.00919908961799887,Z
N1,0,link,Km post missing,22.9329716,91.5172216,0.009068765007980489,Z
N1,0,link,Km post missing,22.9248882,91.5213327,0.009118137738046317,Z
N1,0,link,Km post missing,22.9167216,91.5253882,0.0011922690006863925,Z
N1,0,link,Bridge start,22.9156667,91.5259438,0.0020745719486238486,Z
N1,0,link,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,22.9138056,91.5268604,0.005851171720259542,Z
N1,0,link,Km post missing,22.9085833,91.5294993,0.009108989090453436,Z
N1,0,link,Km post missing,22.9003333,91.5333608,0.0009236756140569161,Z
N1,0,link,End of Bituminous Pavment,22.8994441,91.5336108,0.005551128736572328,Z
N1,0,link,Road to Karerhat (R151),22.8939997,91.5346941,0.0010804914298614256,Z
N1,0,link,Start of Bituminious Pavement,22.8929719,91.5350274,0.0008521526858462745,Z
N1,0,link,Box culvert,22.8921663,91.5353052,0.0005534041741819128,Z
N1,0,link,Km post missing,22.8916386,91.5354719,0.009049712473330545,Z
N1,0,link,Km post missing / Box culvert,22.8829993,91.5381663,0.009003775408683325,Z
N1,0,link,Km post missing,22.8744438,91.5409719,0.008865746563600587,Z
N1,0,link,Km post missing,22.8661111,91.5439997,0.008711060409617733,Z
N1,0,link,Km post missing,22.8575556,91.5456386,0.008918588864276432,Z
N1,0,link,Km post missing,22.8486663,91.5463608,0.0036365982621168317,Z
N1,0,link,Box culvert,22.8452219,91.5475274,0.0020909096321892434,Z
N1,0,link,Box culvert,22.8432497,91.5482219,0.0031671880667229714,Z
N1,0,link,Km post missing,22.8401941,91.5490552,0.002950817108870944,Z
N1,0,link,Pipe culvert,22.8372497,91.5492497,0.005965935987757381,Z
N1,0,link,Km post missing,22.8313882,91.5503611,0.00784416115336807,Z
N1,0,link,Box culvert,22.8239438,91.5528333,0.0011791880977977055,Z
N1,0,link,Km post missing,22.8228049,91.5531389,0.009004146120540039,Z
N1,0,link,Km post missing,22.8141389,91.5555833,0.0031868056498650186,Z
N1,0,link,Box culvert,22.8110556,91.5563889,0.0034162646560262425,Z
N1,0,link,Box culvert,22.808,91.5579167,0.0022609672354952483,Z
N1,0,link,Box culvert,22.8059722,91.5589167,2.779999999802385e-05,Z
N1,0,link,Km post missing,22.8059444,91.5589167,0.008818069381106401,Z
N1,0,link,Km post missing,22.7974719,91.5613611,0.008858342514268014,Z
N1,0,link,Box culvert,22.7896108,91.5654444,0.0002859951223320511,Z
N1,0,link,Km post missing,22.7893608,91.5655833,0.008944492609982124,Z
N1,0,link,Bridge start,22.7813327,91.5695271,0.0001242359448787374,Z
N1,0,link,Km post missing,22.7812216,91.5695827,0.004468161304158521,Z
N1,0,link,Road to Narayanhat (Z1021),22.7771104,91.5713327,0.004336560408895316,Z
N1,0,link,Box culvert,22.7732771,91.5733604,0.00027361549664081414,Z
N1,0,link,Km post missing,22.7730271,91.5734716,0.008196697907082946,Z
N1,0,link,Box culvert,22.7661944,91.5779993,0.0009111883449627881,Z
N1,0,link,Km post missing,22.7654722,91.5785549,0.009159445813476327,Z
N1,0,link,Km post missing,22.7585278,91.5845274,0.00926225597843268,Z
N1,0,link,Km post missing,22.7513333,91.5903608,0.0021224469204164887,Z
N1,0,link,Box culvert,22.7496386,91.5916386,0.006910215108808483,Z
N1,0,link,Km post missing,22.7435552,91.5949163,0.00027357487092483643,Z
N1,0,link,Box culvert,22.7433052,91.5950274,0.008802753497630088,Z
N1,0,link,Km post missing,22.7349997,91.5979441,0.009065748062900905,Z
N1,0,link,Km post missing,22.7263882,91.6007778,0.009047737934416919,Z
N1,0,link,Km post missing,22.7185549,91.6053056,0.0023579017133889685,Z
N1,0,link,Box culvert,22.7165556,91.6065556,0.0006626345674674946,Z
N1,0,link,Box culvert,22.716,91.6069167,0.0019109710882151084,Z
N1,0,link,"Ctg 52 km,Sitakhada 12 km",22.7143889,91.6079444,0.0078004767982475945,Z
N1,0,link,Box Culvert,22.7076111,91.6118056,0.001192753327391765,Z
N1,0,link,Km post missing,22.7065556,91.6123611,0.0037451559660454502,Z
N1,0,link,Box culvert,22.7033056,91.6142222,0.003453584647872113,Z
N1,0,link,Box culvert,22.7002222,91.6157778,0.0019380158642239075,Z
N1,0,link,"Ctg 50 km,Sitakanda 10 km",22.6984997,91.616666,0.008958205666877323,Z
N1,0,link,Km post missing,22.6904163,91.6205271,0.005810325313612033,Z
N1,0,link,Box culvert,22.685083,91.6228327,0.002871216261445276,Z
N1,0,link,"Ctg 48 km,Sitakanda 8 km",22.6825549,91.6241938,0.008983544971225839,Z
N1,0,link,Km post missing,22.6743049,91.6277493,0.002197831704199674,Z
N1,0,link,Box culvert,22.6722493,91.6285271,0.004665756326689327,Z
N1,0,link,Box culvert,22.6678604,91.6301104,0.0032790166117253198,Z
N1,0,link,"Ctg 46 km,Sitakanda 6 km",22.6649167,91.6315549,0.009128220661769302,Z
N1,0,link,Km post missing,22.6571389,91.636333,0.003289785914012585,Z
N1,0,link,Box culvert,22.6543889,91.6381386,0.0019109710882151084,Z
N1,0,link,Box culvert,22.6527778,91.6391663,0.003677475832687341,Z
N1,0,link,"Ctg 44 km,Sitakanda 4 km",22.6494997,91.640833,0.00899853942203735,Z
N1,0,link,Km post missing,22.641583,91.6451108,0.009723902145232456,Z
N1,0,link,"Ctg 42 km,Sitakanda 2 km",22.6330827,91.649833,0.009156311498084406,Z
N1,0,link,Km post missing,22.6252216,91.6545278,0.004884870697366335,Z
N1,0,link,Box culvert,22.6206938,91.6563611,0.0013059108277372789,Z
N1,0,link,Bridge start,22.6194993,91.6568889,0.001749075241376319,Z
N1,0,link,Bridge end / Box culvert,22.6180271,91.6578333,0.0006508754796432398,Z
N1,0,link,Box culvert,22.6175271,91.65825,0.0007473822649777673,Z
N1,0,link,"Ctg 40 km,Sitakanda 0 km",22.6169716,91.65875,0.005749548863174709,Z
N1,0,link,Box culvert,22.6123889,91.6622222,0.003356445062854438,Z
N1,0,link,Km post missing,22.6094444,91.6638333,0.009316163028308318,Z
N1,0,link,Ctg 38 km,22.6015833,91.6688327,0.001889023689636437,Z
