road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
N1,289.889,Box Culvert,LRP286b,KARANERHAT CULVERT,7.2,A,100709,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,289.889,12.2,1994.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.09827857,92.074800422,interpolate
N1,290.719,Box Culvert,LRP287a,KOACHIA(MADARBHI),11.2,A,100707,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,290.719,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0935775004504,92.0805047995495,interpolate
N1,292.426,Box Culvert,LRP288a,MITADIGI ACADEMY,2.0,A,100706,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,292.426,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0840668315789,92.093196937799,interpolate
N1,293.134,Box Culvert,LRP289a,MITADIGI,12.6,A,100703,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,293.134,11.6,1993.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.080520608,92.0984855314285,interpolate
N1,294.534,PC Girder Bridge,LRP291a,RAJGHATA BRIDGE,30.3,A,100701,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.534,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0695600813559,92.1042754237288,interpolate
N1,294.77,Box Culvert,LRP291c,THAKUR DIGI BOX CULVERT,2.0,A,100702,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.77,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0679099558303,92.1055530035335,interpolate
N1,295.295,RCC Girder Bridge,LRP291d,Khoria Nagar Bridge,38.5,A,121109,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.0637567157894,92.1071061094736,interpolate
N1,295.295,PC Girder Bridge,LRP291d,KHORIANAGAR BRIDGE,38.8,A,100704,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0637567157894,92.1071061094736,interpolate
N1,295.625,Box Culvert,LRP292a,NOYA PARA BOX CULVERT,2.5,A,100705,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.625,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.06088615,92.10773337,interpolate
N1,296.135,Box Culvert,LRP292b,PODUA NOYA PARA BOX CULVERT,8.2,A,100717,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.135,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0565051155339,92.1090854592233,interpolate
N1,296.647,Box Culvert,LRP293a,PODUA BAZAR BOX CULVERT,12.6,A,100708,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.647,11.6,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0519296419354,92.1090613887096,interpolate
N1,297.034,Box Culvert,LRP293c,PODUA BAZAR BOX CULVERT,6.0,A,100710,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.034,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0483713234624,92.1081938519362,interpolate
N1,297.569,Box Culvert,LRP294a,BARO AWLIA(R),13.64,A,100724,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,297.569,11.6,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0440962566176,92.1070629529411,interpolate
N1,298.405,Box Culvert,LRP294c,TALOCKDNR PARA BOX CULVERT,2.5,A,100658,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,298.405,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0375898525773,92.1039891092783,interpolate
N1,298.405,Box Culvert,LRP294c,TALOCKDAR PARA,2.5,A,114227,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,298.405,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0375898525773,92.1039891092783,interpolate
N1,299.057,Box Culvert,LRP295a,AMIRABAD BOX CULVERT,2.5,A,100659,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.057,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.031864884656,92.1041246666666,interpolate
N1,299.434,PC Girder Bridge,LRP295b,Amirabad Bridge,68.8,A,121123,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.434,,,,Chittagong,Chittagong,Dohazari,Dohazari,22.0287013636363,92.1034293272727,interpolate
N1,299.434,PC Girder Bridge,LRP295b,AMIRABAD PC GIDER BRIDGE,68.8,A,100661,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.434,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0287013636363,92.1034293272727,interpolate
N1,299.756,Box Culvert,LRP296a,AMIRABAD LOHAGOR BOX CULVERT,2.0,A,100662,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,299.756,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0260045474972,92.1026967443826,interpolate
N1,300.406,Box Culvert,LRP296b,AMIRABAD LOHAGORA BOX CULVERT,10.0,A,100664,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,300.406,11.8,1994.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0204980278439,92.1014277681473,interpolate
N1,302.237,Box Culvert,LRP298a,LOHAGORA L.S BOX CULVERT,3.0,A,100665,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.237,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0078200503225,92.0927765812903,interpolate
N1,302.729,Box Culvert,LRP299a,DIGIRPARK BOX CULVERT,12.6,A,100667,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,302.729,11.6,1993.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0041726139784,92.0905686346236,interpolate
N1,303.237,Box Culvert,LRP299c,DIGIRPAR BOX CULVERT,6.2,A,100669,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.237,12.2,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.00042964,92.0883193766666,interpolate
N1,303.782,Box Culvert,LRP300a,ZADUNAGOR FILLING BOX CULVERT,3.0,A,100670,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.782,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9958359641681,92.0874589126142,interpolate
N1,303.793,Box Culvert,LRP300b,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,12.4,A,100673,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,303.793,12.2,1992.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9957410021937,92.0874460645338,interpolate
N1,304.217,PC Girder Bridge,LRP300d,Khasmahal Bridge,58.5,A,121125,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.217,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.9922334387096,92.0863582073732,interpolate
N1,304.217,PC Girder Bridge,LRP300d,KHASMOHAL ADUNAICR PC GIDER BRIDGE,58.8,A,100675,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.217,11.6,1987.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9922334387096,92.0863582073732,interpolate
N1,304.449,Box Culvert,LRP301a,ZADUNAGOR BUS STATION BOX CULVERT,14.2,A,100677,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.449,12.5,1986.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,21.990280244375,92.08568596625,interpolate
N1,304.857,PC Girder Bridge,LRP301b,Aadunagor bridge,24.2,A,100679,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.857,10.0,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9870408741379,92.0839943655172,interpolate
N1,305.527,PC Girder Bridge,LRP302a,HATIAR PULL PC GIDER BRIDGE,22.5,A,100698,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,305.527,10.0,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9819040437735,92.080773326415,interpolate
N1,305.794,Box Culvert,LRP302c,HATIAR PULL BOX CULVERT,18.7,A,100699,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,305.794,11.6,1991.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9804623633858,92.0788716271653,interpolate
N1,306.139,Box Culvert,LRP302e,SHIX DAR PARA BOX CULVERT,3.5,A,100712,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,306.139,12.7,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.979298574269,92.0758492263157,interpolate
N1,307.229,Box Culvert,LRP303a,MUSKAMPANI PARA BOX CULVERT,2.5,A,100719,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,307.229,12.2,1989.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9738684029498,92.0683204789577,interpolate
N1,307.981,Box Culvert,LRP304b,AODU NAGOR (2) BOX CULVERT,1.5,A,100713,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,307.981,12.1,1982.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9689581196808,92.0641501117021,interpolate
N1,308.652,RCC Girder Bridge,LRP305a,Rataykul Bridge,22.4,A,121133,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,308.652,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.9622138572549,92.0633168764705,interpolate
N1,308.652,PC Girder Bridge,LRP305a,RATAR KUL- SONTI BRIDGE,22.4,A,100715,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,308.652,10.0,1986.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9622138572549,92.0633168764705,interpolate
N1,309.038,Box Culvert,LRP305c,BONPUKR PARA BOX CULVERT,8.2,A,100697,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.038,12.7,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9592401112903,92.0652791298387,interpolate
N1,309.355,Box Culvert,LRP306a,BON PUKUL PARA BOX CULVERT,3.0,A,100695,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.355,12.75,1987.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9580321636363,92.0663932818182,interpolate
N1,309.971,RCC Girder Bridge,LRP306b,SANTI RCC GIDER BRIDGE,22.4,A,100694,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.971,10.0,1986.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9520795406909,92.0678138084453,interpolate
N1,310.723,Box Culvert,LRP307a,SANTI BOX CULVERT,1.4,A,100693,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,310.723,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9453993720173,92.0669286609544,interpolate
N1,311.886,Box Culvert,LRP308a,BRICK FIELD BOX CULVERT,4.5,A,100691,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,311.886,11.7,1993.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9360290154471,92.0625427235772,interpolate
N1,312.138,Box Culvert,LRP308b,BACK FILD BOX CULVERT,9.3,A,100690,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.138,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9339454415019,92.0616661541501,interpolate
N1,312.354,Box Culvert,LRP309a,AZIZNAGOR FOREST BOX CULVERT,4.5,A,100689,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.354,11.7,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9323086726114,92.0608009579617,interpolate
N1,312.609,Box Culvert,LRP309b,AZIZ NOGOR FOREST BOX CULVERT,4.7,A,100688,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.609,11.7,1986.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.93038125,92.0596840375,interpolate
N1,313.947,Box Culvert,LRP310a,AZIZNAGOR BOX CULVERT,2.0,A,100687,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,313.947,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9179119605128,92.0597362988034,interpolate
N1,314.144,Box Culvert,LRP310b,AZIZ NOGAR BOX CULVERT,3.0,A,100686,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,314.144,12.27,1993.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9167591663366,92.0599899313531,interpolate
N1,314.502,Box Culvert,LRP311a,AZIZ NAGOR 1,4.0,A,114960,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,314.502,12.1,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.9140727206278,92.0605472089686,interpolate
N1,315.009,Box Culvert,LRP311b,AZIZ NAGOR 2,9.2,A,114961,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,315.009,15.1,1983.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.909622912133,92.0605661266144,interpolate
N1,317.001,Box Culvert,LRP313b,HARBHANG CHOR,13.64,A,101238,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,317.001,15.1,1989.0,3.0,Comilla,Noakhali,Feni,Feni-1,21.8910236519337,92.0597010756906,interpolate
N1,318.11,Box Culvert,LRP314a,GHOIL MARA BOX CULVERT,9.3,A,100684,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,318.11,15.0,1989.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.8812215213685,92.0590015447779,interpolate
N1,318.796,Box Culvert,LRP315a,HARBANG,3.0,A,100682,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,318.796,12.2,1989.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.8751197401574,92.0591098413385,interpolate
N1,320.189,Box Culvert,LRP316a,HARBANG,3.0,A,100681,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.189,12.3,1982.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.8628351415656,92.0594848712238,interpolate
N1,320.513,PC Girder Bridge,LRP317a,HARBANGCHORA,56.4,A,100680,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.513,11.7,1995.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.8599725797297,92.0601907085585,interpolate
N1,321.305,Box Culvert,LRP318a,ALIPUR BOX CULVERT,14.3,A,100403,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,321.305,15.05,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,21.8529287900552,92.0609576198894,interpolate
N1,321.536,Box Culvert,LRP318b,HARBANG,2.1,A,114230,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,321.536,12.2,1974.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.8508595323144,92.0609491344978,interpolate
N1,322.5,Box Culvert,LRP319a,HAR BAG BOX CULVERT,4.5,A,100404,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,322.5,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.8429700741784,92.0635984638497,interpolate
N1,322.823,Box Culvert,LRP319b,HAR BAG BOX CULVERT,3.0,A,100406,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,322.823,12.25,1992.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8403935683229,92.0649325472049,interpolate
N1,323.619,Box Culvert,LRP320a,ATKOTA,15.8,A,114232,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,323.619,12.2,1995.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8341033152866,92.0682735910828,interpolate
N1,324.331,Box Culvert,LRP321a,AKOTA BAZAR BOX CULVERT,7.3,A,100411,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,324.331,12.3,1991.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8280258214285,92.0713035547619,interpolate
N1,324.607,RCC Girder Bridge,LRP321b,BODOI TOLA RCC GIDER BRIDGE,46.0,A,100409,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,324.607,11.5,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8257831806122,92.0723466282313,interpolate
N1,325.153,Box Culvert,LRP321d,BODAITALI BOX CULVERT,12.4,A,100413,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,325.153,12.8,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8211428750483,92.0740201388781,interpolate
N1,325.49,Box Culvert,LRP322a,BODOITOLI BOX CULVERT,14.0,A,100415,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,325.49,11.6,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8181692602209,92.0739442353591,interpolate
N1,327.312,Box Culvert,LRP323b,BANIYAR CHORA,14.0,A,100417,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,327.312,11.6,1998.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8034238025641,92.0772322128205,interpolate
N1,329.084,Box Culvert,LRP325a,NOL BELA-1 BOX CULVERT,20.6,A,100416,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,329.084,12.2,1992.0,4.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.787854008387,92.0788540064516,interpolate
N1,329.181,Box Culvert,LRP325c,NOL BELA BOX CULVERT,21.0,A,100418,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,329.181,12.2,1998.0,4.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.786997484,92.0789493159999,interpolate
N1,330.931,Box Culvert,LRP327a,DIDDA BAZAR BOX CULVERT,15.7,A,100421,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,330.931,11.5,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7735339222222,92.0839144733333,interpolate
N1,335.38,Box Culvert,LRP332a,KUMARIKOOL BOX CULVERT,14.0,A,100423,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,335.38,13.8,1998.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7385629191489,92.0831876319149,interpolate
N1,336.054,Box Culvert,LRP332b,PASIYAKALI BOX CULVERT,5.2,A,100425,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,336.054,12.2,1999.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7326068595588,92.0837488330882,interpolate
N1,336.237,RCC Girder Bridge,LRP332c,PASIYAKALI (2),38.8,A,100437,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,336.237,11.6,1998.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7309878314917,92.0838156441988,interpolate
N1,337.019,Box Culvert,LRP333a,HASIRUGIGI,12.6,A,100405,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,337.019,11.6,1999.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7240739341074,92.083544148476,interpolate
N1,338.859,Box Culvert,LRP335a,CHOHAJANYA (1),12.8,A,100407,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,338.859,11.6,1999.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7092513759013,92.0806750603415,interpolate
N1,339.648,Box Culvert,LRP336a,CHOHAJANIYA (2),9.3,A,100408,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,339.648,11.6,1999.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.7028300370967,92.0786456251612,interpolate
N1,342.77,RCC Girder Bridge,LRP339a,JASJARI BRIDGE,59.6,A,100410,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,342.77,11.6,1999.0,4.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.676279289928,92.0768074748201,interpolate
N1,343.243,Box Culvert,LRP339c,DULAHAJARA (SAFARI PARK),14.0,A,100412,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,343.243,15.1,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6721049602836,92.0763992531915,interpolate
N1,344.209,Box Culvert,LRP340a,DULAHAJARA CULVERT,3.5,A,101050,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,344.209,12.2,1992.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6629404415143,92.075071645953,interpolate
N1,344.531,PC Girder Bridge,LRP341a,DULAHAJAR BRIDGE,54.4,A,100426,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,344.531,11.6,1992.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6600543017045,92.0751025664772,interpolate
N1,345.911,Box Culvert,LRP342c,PAGOLARIBIL,4.5,A,100424,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,345.911,12.2,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6480847609561,92.0733292227091,interpolate
N1,349.759,RCC Girder Bridge,LRP346a,Khutakhali Bazar Bridge,44.55,A,120376,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,349.759,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.618376660401,92.0691713375939,interpolate
N1,350.674,Box Culvert,LRP347a,FULCHARI (NEWPARA),7.0,A,100428,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,350.674,12.8,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6065189670012,92.0623070695106,interpolate
N1,350.99,Box Culvert,LRP347b,FULCHARI (NEWPARA),5.2,A,100429,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,350.99,12.2,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6051753127979,92.0621198087829,interpolate
N1,351.628,Box Culvert,LRP348a,FULCHARI CULVERT,9.3,A,100431,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,351.628,12.75,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.5985935301507,92.061801241206,interpolate
N1,352.064,Box Culvert,LRP348b,FULCHARI BAZAR,14.0,A,100433,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,352.064,12.7,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.5960736973421,92.0614095408637,interpolate
N1,352.641,Box Culvert,LRP349a,NAPITE KHALI CULVERT,1.4,A,100435,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,352.641,12.0,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.5894309740196,92.0630313509804,interpolate
N1,353.694,Box Culvert,LRP350a,EAST NAPITL KHAL BOX CULVERT,2.5,A,100432,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,353.694,12.2,1981.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.5830741250341,92.0657158465116,interpolate
N1,354.739,Box Culvert,LRP351a,NAEK KHALI BOX CULVERT,12.4,A,100434,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,354.739,12.7,1986.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.5744075162901,92.0707446712247,interpolate
N1,356.261,Box Culvert,LRP352a,KHODIA BARI PRIMARY BOX CULVERT,9.5,A,100436,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,356.261,12.2,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5623201688888,92.0698139251851,interpolate
N1,356.517,Box Culvert,LRP353a,ISLAMABAD KHODIABARI BOX CULVERT,4.8,A,100438,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,356.517,12.2,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5603042595174,92.0691476,interpolate
N1,356.631,Box Culvert,LRP353b,ISLAMABAD KHODIA BARI BOX CULVERT,7.0,A,100440,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,356.631,12.2,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5594892512064,92.0689481,interpolate
N1,357.264,PC Girder Bridge,LRP354a,Eidgaon Bazar Bridge,46.0,A,120377,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,357.264,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5554256122448,92.0679503244898,interpolate
N1,357.264,PC Girder Bridge,LRP354a,EIDGAON BAZAR PC GIDER BRIDGE,46.0,A,100443,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,357.264,11.5,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5554256122448,92.0679503244898,interpolate
N1,358.03,PC Girder Bridge,LRP354d,Goro Bazar Bridge,44.63,A,120378,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,358.03,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5470666065573,92.0668953754098,interpolate
N1,360.345,Box Culvert,LRP357a,SHAT GOREA PARA BOX CULVERT,14.0,A,100446,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,360.345,12.7,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5255297395348,92.0653252244186,interpolate
N1,360.551,Box Culvert,LRP357c,KALIRCHARA BOX CULVERT,8.0,A,100448,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,360.551,12.0,1999.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5237332279069,92.0655747598837,interpolate
